MC2_NAME,MC3_NAME,CHW_PRIMARY_SUPPLIER_NAME,PRODUCT,CHW_PRIMARY_SUPPLIER_NUMBER,SKU_NAME,PURCHASE_MOQ,CHW_SKU_NUMBER,CHW_UNITS_PER_CARTON,CHW_MASTER_CASE_PACK,CHW_MASTER_CARTON_CBM
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",Frisco Reversible Flannel & Sherpa Dog & Cat Bandana,PCA18936,"Frisco Reversible Flannel & Sherpa Dog & Cat Bandana, Red, Medium/Large",1500,1000098065,0,84,0.02375
Apparel,Apparel,B000400-Pureland Outdoor HK Ltd,Frisco Shark Dog Life Jacket,B000400,"Frisco Shark Dog Life Jacket, Silver Gray, XX-Large/XXX-Large",3000,1819966,0,12,0.195
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Lightweight Reversible Packable Travel Dog Raincoat,3755,"Frisco Lightweight Reversible Packable Travel Dog Raincoat, Petal Pink, X-Small",3000,2047958,0,50,0.021551202986798152
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Mid-Heavyweight Love Insulated Dog & Cat Coat,3755,"Frisco Mid-Heavyweight Love Insulated Dog & Cat Coat, Olive Green, X-Small",3000,1916318,0,25,0.05656828706939315
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Mid-Heavyweight Love Insulated Dog & Cat Coat,3755,"Frisco Mid-Heavyweight Love Insulated Dog & Cat Coat, Olive Green, Large",3000,1916342,0,25,0.07808960382048001
Personalized & Gifting,Human Apparel,PCA000400-CA: Pureland Outdoor HK Ltd.,Frisco Ultra Lightweight Dog & Cat Windbreaker with Removable Hood,PCA000400,"Frisco Ultra Lightweight Dog & Cat Windbreaker with Removable Hood, Dark Blue, Medium",1500,1000096583,0,24,0.03276164524806778
Toys,Scratcher Toys,P19360-FORTUNATE PTE. LTD. - PL,Frisco Valentine Kissing Booth Cardboard Cat House with Catnip,P19360,Frisco Valentine Kissing Booth Cardboard Cat House with Catnip,2004,1806726,0,6,0.10494
Apparel,Apparel,"P18936-PETPARTY PRODUCTS CO., LTD",FRISCO BALLOON PARTY HAT & RUFFLE COLLAR CAT BIRTHDAY ACCESSORY,P18936,"FRISCO BALLOON PARTY HAT & RUFFLE COLLAR CAT BIRTHDAY ACCESSORY, One Size",,2050950,0,0,
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Lightweight Reversible Striped Packable Dog & Cat Puffer,P000421,"Frisco Lightweight Reversible Striped Packable Dog & Cat Puffer, Cream, X-Large",1500,1048494,0,25,0.13140218058297987
Apparel,Apparel,"P18936-PETPARTY PRODUCTS CO., LTD",Frisco I Like Big Buns and I Cannot Lie Dog & Cat T-Shirt,P18936,"Frisco I Like Big Buns and I Cannot Lie Dog & Cat T-Shirt, Medium",1500,1099150,0,60,0.0372
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Checkered Mock Neck Dog & Cat Sweater,PCA000421,"Frisco Checkered Mock Neck Dog & Cat Sweater, Navy, X-Small",1500,1000097351,0,50,0.035
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Gnome Fair Isle Dog & Cat Hoodie,PCA000421,"Frisco Gnome Fair Isle Dog & Cat Hoodie, XX-Large",1500,1000097555,0,50,0.129276
Toys,Rope & Tug Toys,P20837-KIDS FIRST ASIA CO LTD,"Frisco Capybara Flower 3-in-1 Rubber, Rope & Plush Squeaky Dog Toy",P20837,"Frisco Capybara Flower 3-in-1 Rubber, Rope & Plush Squeaky Dog Toy, Medium",1200,2085526,0,24,0.060458
"Leashes, Collars & Harnesses",Collars,B000064-PM&J LLC - DIRECT IMPORT,Frisco Patterned Polyester Reflective Dog Collar,B000064,"Frisco Patterned Polyester Reflective Dog Collar, Limeade, Large/X-Large",500,X-1065374,0,72,0.0147
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Reflective Dog Safety Vest,PCA3755,"Frisco Reflective Dog Safety Vest, XX-Large",1500,1000087157,0,48,0.026568
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco American Cutie Dog & Cat Sundress,3755,"Frisco American Cutie Dog & Cat Sundress, Navy, Large",1500,2369990,0,50,0.018581707117801757
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Grilled Chicken & Beef Feast in Gravy Wet Cat Food,P26992,"Chewy Grilled Chicken & Beef Feast in Gravy Wet Cat Food, 3-oz can, case of 24",272,1342662,0,1,0.003860486938236488
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Grilled Poultry & Beef Feast Variety Pack Canned Wet Cat Food,P26992,"Chewy Grilled Poultry & Beef Feast Variety Pack Canned Wet Cat Food, 3-oz can, case of 6",56,1355078,0,16,0.0184955908022928
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Medleys Salmon Primavera in Broth Wet Cat Food,P26992,"Chewy Medleys Salmon Primavera in Broth Wet Cat Food, 3-oz can, case of 24",272,1342470,0,1,0.003860486938236488
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Grilled Seafood Feast Variety Pack Canned Wet Cat Food,P26992,"Chewy Grilled Seafood Feast Variety Pack Canned Wet Cat Food, 3-oz can, case of 12",56,1347942,0,8,0.0184955908022928
Litter,Clumping Clay,"P27156-Wyo Ben, Inc",Chewy Multi-Cat Unscented Clumping Clay Cat Litter,P27156,"Chewy Multi-Cat Unscented Clumping Clay Cat Litter, 20 lb bag",100,1761102,0,1,0.0082075757547727
Dog Food,Dry Food,B25332-Tuffy's Pet Food Inc,Chewy Lamb & Brown Rice Recipe with Prebiotics Dry Adult Dog Food,B25332,"Chewy Lamb & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 30-lb bag",60,1379454,0,1,0.031939411927499994
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Medleys Salmon Florentine in Broth Wet Cat Food,P26992,"Chewy Medleys Salmon Florentine in Broth Wet Cat Food, 3-oz can, case of 24",272,1342486,0,1,0.003860486938236488
Cat Food,Wet Food,P26992-TRANSNATIONAL SUPPLY,Chewy Medleys Chicken Florentine in Broth Wet Cat Food,P26992,"Chewy Medleys Chicken Florentine in Broth Wet Cat Food, 3-oz can, case of 6",56,1355102,0,16,0.0184955908022928
Dog Food,Dry Food,B25332-Tuffy's Pet Food Inc,Chewy Lamb & Brown Rice Recipe with Prebiotics Dry Adult Dog Food,B25332,"Chewy Lamb & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 40-lb bag",50,1379462,0,1,0.059700122535000004
Litter,Crystal,P29281-Shandong Ruida Silica Gel,Chewy Micro Crystal Unscented Crystal Cat Litter,P29281,"Chewy Micro Crystal Unscented Crystal Cat Litter, 7-lb bag",5672,1887038,0,4,0.035696
Dog Food,Dry Food,B25332-Tuffy's Pet Food Inc,Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food,B25332,"Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 16-lb bag",56,1362262,0,1,0.021270409072000004
Dog Food,Dry Food,B25332-Tuffy's Pet Food Inc,Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food,B25332,"Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 30-lb bag",60,1362270,0,1,0.031939411927499994
Dog Food,Dry Food,B25332-Tuffy's Pet Food Inc,Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food,B25332,"Chewy Chicken & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 40-lb bag",50,1362278,0,1,0.059700122535000004
Litter,Crystal,P29281-Shandong Ruida Silica Gel,Chewy Micro Crystal Scented Cat Litter,P29281,"Chewy Micro Crystal Scented Cat Litter, 8-lb bag",4968,1887054,0,4,0.0392
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",Disney Mediumweight Minnie Quilted Dog & Cat Puffer Coat,PCA18936,"Disney Minnie Quilted Dog & Cat Puffer Coat, Medium",1500,1000089161,0,60,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",Disney Mediumweight Minnie Quilted Dog & Cat Puffer Coat,PCA18936,"Disney Minnie Quilted Dog & Cat Puffer Coat, X-Small",1500,1000089149,0,96,0.04455
"Leashes, Collars & Harnesses",Collars,B000064-PM&J LLC - DIRECT IMPORT,Frisco Velvet Removable Bunny Tie Dog Collar,B000064,"Frisco Velvet Removable Bunny Tie Dog Collar, Turquoise, XS: 8 to 12-in neck, 5/8-in wide",500,1781134,0,50,0.008088312855719827
"Leashes, Collars & Harnesses",Collars,B000064-PM&J LLC - DIRECT IMPORT,Frisco Patterned Polyester Reflective Dog Collar,B000064,"Frisco Patterned Polyester Reflective Dog Collar, Limeade, Extra Small",500,X-1065350,0,144,0.00504
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Dainty Pink Floral Dog & Cat Dress,P000421,"Frisco Dainty Pink Floral Dog & Cat Dress, Pink, X-Small",1500,2370014,0,50,0.029376
Apparel,Apparel,P29293-Blended Clothing Inc - PL,Frisco Basic Dog & Cat Hoodie,P29293,"Frisco Basic Dog & Cat Hoodie, Spring Lavender, X-Small",,2216638,0,0,
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Full Zip Dog & Cat Sweater Fleece Hoodie,PCA000421,"Frisco Full Zip Dog & Cat Sweater Fleece Hoodie, Green, Small",1500,1000095941,0,50,0.045288
"Leashes, Collars & Harnesses",Leashes,B000064-PM&J LLC - DIRECT IMPORT,Frisco Nylon Reflective Dog Leash,B000064,"Frisco Nylon Reflective Dog Leash, Midnight Blue, Large/X-Large",500,1358078,0,80,0.02519171999126687
Apparel,Apparel,"P18936-PETPARTY PRODUCTS CO., LTD",Frisco Mama's Sunshine Dog & Cat T-Shirt,P18936,"Frisco Mama's Sunshine Dog & Cat T-Shirt, Yellow, Large",1536,2367062,0,48,0.0336
Apparel,Apparel,B000400-Pureland Outdoor HK Ltd,Frisco Ripstop Dog Life Jacket,B000400,"Frisco Ripstop Dog Life Jacket, Lemon Yellow/Peach, Large",3000,1791262,0,12,0.085728
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Lightweight Reversible Packable Travel Dog Raincoat,3755,"Frisco Lightweight Reversible Packable Travel Dog Raincoat, Petal Pink, Medium",3000,2047966,0,50,0.021551202986798152
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Mediumweight Reflective Fleece Lined Quilted Dog & Cat Coat,PCA000421,"Frisco Mediumweight Reflective Fleece Lined Quilted Dog & Cat Coat, Gray, Large",1500,1000096319,0,25,0.07776
Toys,Fetch Toys,P20837-KIDS FIRST ASIA CO LTD,Frisco Winter Sports Americana Squeaky Tennis Ball Dog Toy,P20837,"Frisco Winter Sports Americana Squeaky Tennis Ball Dog Toy, Medium, 3 count",1200,1806974,0,48,0.04264
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Reindeer Dog & Cat Hooded Plush Fleece PJs,PCA3755,"Frisco Reindeer Dog & Cat Hooded Plush Fleece PJs, X-Small",1500,1000098023,0,50,0.0392
Toys,Plush Toys,P20680-HUGFUN INTERNATIONAL HONGKONG LIMITED,Frisco Holiday Reindeer Plush Squeaky Dog Toy,P20680,"Frisco Holiday Reindeer Plush Squeaky Dog Toy, Large/X-Large",1200,1673382,0,12,0.1938
Toys,Plush Toys,P20837-KIDS FIRST ASIA CO LTD,Frisco Holiday Christmas Pickle Plush Squeaky Dog Toy,P20837,"Frisco Holiday Christmas Pickle Plush Squeaky Dog Toy, Small",1296,1672686,0,144,0.041382
Apparel,Apparel,"P18936-PETPARTY PRODUCTS CO., LTD",Frisco Püppy Dog & Cat Athletic Hoodie,P18936,"Frisco Püppy Dog & Cat Athletic Hoodie, Puppy Blue, XX-Large",1536,2369838,0,48,0.0675
Litter Accessories,Litter Boxes,P000420-MODERNA PRODUCTS AMERICA LLC,"Frisco Senior Cat Litter Box, X-Large",P000420,"Frisco Senior Cat Litter Box, X-Large, 24-in",100,1110190,0,1,0.03157979780802
Toys,Fetch Toys,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Capybara Plush with TPR Ball Squeaky Dog Toy,3755,"Frisco Capybara Plush with TPR Ball Squeaky Dog Toy, Small/Medium",2016,2085574,0,48,0.06022246020000001
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Lightweight Rainy Days Dog Raincoat,3755,"Frisco Lightweight Rainy Days Dog Raincoat, Night Black, X-Large",3000,1792270,0,50,0.034976320097413444
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Drawstring Dog & Cat Sweatshirt Hoodie,PCA3755,"Frisco Drawstring Dog & Cat Sweatshirt Hoodie, Blue, Small",1500,1000095839,0,50,0.030624
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Lightweight Polar Fleece Dog & Cat 1/4 Zip,P000421,"Frisco Lightweight Polar Fleece Dog & Cat 1/4 Zip, Cream, XX-Large",1500,1048582,0,50,0.17558332258089787
