product_merch_classification2,product_merch_classification3,product_category_level1,product_category_level2,product_category_level3,parent_product_part_number,product_part_number,product_name,Code,vendor_name,vendor_purchaser_code,Purchase MOQ,Master Case Pack,Case Pk CBM,Vendor Earliest ETD,DEST,Demand,cases_needed,total_cbm,container
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140004,"Frisco Padded No Pull Dog Harness, Pink, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0223632295960319,2025-11-01 00:00:00,TNY,38.21741362332661,2,0.0447264591920638,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140029,"Frisco Padded No Pull Dog Harness, Black, XL- Girth 32 to 50-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.05238321652368,2025-11-01 00:00:00,TNY,35.69921293002688,1,0.05238321652368,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140021,"Frisco Padded No Pull Dog Harness, Blue, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0223632295960319,2025-11-01 00:00:00,TNY,20.945966767657314,1,0.0223632295960319,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139960,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Blue, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0193261494766559,2025-11-01 00:00:00,TNY,22.339099491225227,1,0.0193261494766559,1
"Leashes, Collars & Harnesses",Collars,Cat,Leashes & Collars,Collars,179933.0,153158,"Frisco Pineapple Polyester Breakaway Cat Collar with Bell, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48,48,0.01877564244864,2025-11-01 00:00:00,TNY,51.977778142430026,2,0.03755128489728,1
"Leashes, Collars & Harnesses",Collars,Cat,Leashes & Collars,Collars,231822.0,153160,"Frisco Rose Polyester Breakaway Cat Collar with Bell, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48,48,0.0033825522026239,2025-11-01 00:00:00,TNY,62.63264790846506,2,0.0067651044052478,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,247051.0,220509,"Frisco Step In Back Clip Dog Harness, Red, Medium: 20 to 30-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.014925075698176,2025-11-01 00:00:00,TNY,41.620526395567495,2,0.029850151396352,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,247051.0,220519,"Frisco Step In Back Clip Dog Harness, Black, Large: 26 to 38-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.023226614837,2025-11-01 00:00:00,TNY,24.05277736344623,1,0.023226614837,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,171699.0,144850,"Frisco Dog Crate Mat, Dark Gray, 54-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,12,0.673612799999999,2025-11-01 00:00:00,MDT1,65.4267574212956,6,4.041676799999994,1
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,363070.0,336834,"Frisco Sherpa Reversible Cat Mat, Calico Cat",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,288,72,0.505404093755474,2025-11-01 00:00:00,MDT1,43.32010135959515,1,0.505404093755474,1
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,171680.0,144826,"Frisco Sherpa Reversible Cat Mat, Light Gray Basket Weave Print",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,288,72,0.505404912510548,2025-11-01 00:00:00,MDT1,44.75275324499983,1,0.505404912510548,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256024,"Frisco Cooling Orthopedic Dog Crate Mat, 54-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,8,0.767312,2025-11-01 00:00:00,MDT1,142.2085481522764,18,13.811616,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,165204,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Beige, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.279075,2025-11-01 00:00:00,MDT1,139.6008688769435,24,6.697800000000001,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256023,"Frisco Cooling Orthopedic Dog Crate Mat, 48-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,250,10,0.717288,2025-11-01 00:00:00,MDT1,60.21367813883629,7,5.021016,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256022,"Frisco Cooling Orthopedic Dog Crate Mat, 42-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,250,10,0.595296,2025-11-01 00:00:00,MDT1,307.70100004588477,31,18.454176,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,118184.0,90502,"Frisco Quilted Dog Crate Mat, Ivory, 18-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,12,0.066976,2025-11-01 00:00:00,MDT1,13.965076065786102,2,0.133952,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232175,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, XX-Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.4858523612361,2025-11-01 00:00:00,MDT1,73.49282424797981,13,6.3160806960692994,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,236812.0,255205,"Frisco Cooling Orthopedic Pillow Dog Bed w/Removable Cover, Gray, XX-Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.714986316551287,2025-11-01 00:00:00,MDT1,75.80174301114793,12,8.579835798615443,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,236812.0,255205,"Frisco Cooling Orthopedic Pillow Dog Bed w/Removable Cover, Gray, XX-Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.714986316551287,2025-11-01 00:00:00,MDT1,75.80174301114793,1,0.714986316551287,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,171699.0,144850,"Frisco Dog Crate Mat, Dark Gray, 54-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,12,0.673612799999999,2025-11-01 00:00:00,TLA,129.84926849085844,11,7.409740799999989,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,236819.0,210235,"Frisco Gray Basket Weave Dog Crate Mat, 48-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,8,0.21888,2025-11-01 00:00:00,TLA,202.06133178031942,26,5.69088,1
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,363070.0,336834,"Frisco Sherpa Reversible Cat Mat, Calico Cat",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,288,72,0.505404093755474,2025-11-01 00:00:00,TLA,321.6594331344895,5,2.52702046877737,1
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,171680.0,144826,"Frisco Sherpa Reversible Cat Mat, Light Gray Basket Weave Print",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,288,72,0.505404912510548,2025-11-01 00:00:00,TLA,347.2919314695472,5,2.52702456255274,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,281794.0,255337,"Frisco Self Warming Dog Crate Mat, 36-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,24,0.407407,2025-11-01 00:00:00,TLA,114.04766054817748,5,2.037035,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Accessories,315978.0,289633,"Frisco Faux Linen Dog Crate Cover, Light Brown, 48in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,248,8,0.0384,2025-11-01 00:00:00,TLA,125.20396447312697,16,0.6144,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,140608.0,113293,"Frisco Faux Suede Pillow Dog Bed with Removable Cover, Khaki Green, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,8,0.396803856913703,2025-11-01 00:00:00,TLA,417.11402319684424,53,21.03060441642626,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,167083.0,140162,"Frisco Covered Tent Cat & Dog Bed, Beige, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,8,0.258554513136975,2025-11-01 00:00:00,TLA,335.8799720762848,42,10.85928955175295,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256024,"Frisco Cooling Orthopedic Dog Crate Mat, 54-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,8,0.767312,2025-11-01 00:00:00,TLA,113.79145184772361,15,11.50968,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232173,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.279075,2025-11-01 00:00:00,TLA,137.93472614286938,6,1.6744500000000002,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,171699.0,144846,"Frisco Dog Crate Mat, Dark Gray, 30-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,24,0.408,2025-11-01 00:00:00,TLA,120.2728627110171,6,2.448,2
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232173,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.279075,2025-11-01 00:00:00,TLA,137.93472614286938,17,4.744275,2
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,165204,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Beige, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.279075,2025-11-01 00:00:00,TLA,268.61391307106845,45,12.558375000000002,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256020,"Frisco Cooling Orthopedic Dog Crate Mat, 30-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,24,0.44352,2025-11-01 00:00:00,TLA,130.0232437858333,6,2.6611200000000004,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,110502,"Frisco Swirl Dog Crate Mat, Mocha, 18""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,48,0.215636,2025-11-01 00:00:00,TLA,154.34683233662625,4,0.862544,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,110504,"Frisco Swirl Dog Crate Mat, Mocha, 24""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,36,0.37271,2025-11-01 00:00:00,TLA,123.10530187172962,4,1.49084,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256023,"Frisco Cooling Orthopedic Dog Crate Mat, 48-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,250,10,0.717288,2025-11-01 00:00:00,TLA,152.3271682953322,16,11.476608,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,278180,"Frisco Swirl Dog Crate Mat, Gray, 36""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,24,0.5733,2025-11-01 00:00:00,TLA,153.74847567013651,7,4.0131000000000006,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,171699.0,144847,"Frisco Dog Crate Mat, Dark Gray, 36-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,16,0.308016,2025-11-01 00:00:00,TLA,156.2786582754576,10,3.0801600000000002,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,110503,"Frisco Swirl Dog Crate Mat, Mocha, 22""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,48,0.35511,2025-11-01 00:00:00,TLA,138.37082357157806,3,1.0653299999999999,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,325746.0,299415,"Frisco Durable Crate Mat, Black, 35-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,12,0.357357,2025-11-01 00:00:00,TLA,131.62512080045093,11,3.9309269999999996,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,110506,"Frisco Swirl Dog Crate Mat, Mocha, 36""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,240,24,0.5733,2025-11-01 00:00:00,TLA,336.60792342335316,15,8.5995,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256022,"Frisco Cooling Orthopedic Dog Crate Mat, 42-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,250,10,0.595296,2025-11-01 00:00:00,TLA,559.3411960224641,10,5.952960000000001,2
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232171,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,248,8,0.1449,2025-11-01 00:00:00,TLA,142.73013868378746,16,2.3184,2
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,277045.0,250576,"Frisco Rectangle Collapsible Pet Toy Storage Bin, Gray Basket Weave",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,495,15,0.042112,2025-11-01 00:00:00,TLA,240.00725804835497,15,0.6316799999999999,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,137867.0,278181,"Frisco Swirl Dog Crate Mat, Gray, 42""",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,16,0.57876,2025-11-01 00:00:00,TLA,141.40984009869686,9,5.20884,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256022,"Frisco Cooling Orthopedic Dog Crate Mat, 42-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,250,10,0.595296,2025-11-01 00:00:00,TLA,559.3411960224641,46,27.383616000000004,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,282478.0,256021,"Frisco Cooling Orthopedic Dog Crate Mat, 36-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,18,0.70488,2025-11-01 00:00:00,TLA,277.3748439872781,16,11.27808,3
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,236723.0,210136,"Frisco Long Faux Fur Donut Cat & Dog Bed, Sand, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,256,8,0.478129647396331,2025-11-01 00:00:00,TLA,137.9430838932089,18,8.606333653133959,3
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232171,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,248,8,0.1449,2025-11-01 00:00:00,TLA,142.73013868378746,2,0.2898,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Mats,118184.0,90502,"Frisco Quilted Dog Crate Mat, Ivory, 18-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,12,0.066976,2025-11-01 00:00:00,TLA,152.72615382971338,13,0.8706879999999999,3
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,262395.0,235902,"Frisco Microfiber Chenille Cat Silhouette Litter Mat, Gray",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,12,0.089604,2025-11-01 00:00:00,TLA,236.27641248568176,20,1.7920800000000001,3
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,156551.0,144811,"Frisco Sherpa Cat & Dog Throw Blanket, Light Gray Basketweave, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,288,48,0.169000821341774,2025-11-01 00:00:00,TLA,131.09609587191042,3,0.507002464025322,3
Beauty & Grooming,Grooming Accessories,Dog,Grooming,Towels & Accessories,262390.0,235899,"Frisco Microfiber Chenille Shammy Towel, Gray, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,36,0.135456,2025-11-01 00:00:00,TLA,251.13099499834405,7,0.9481919999999999,3
Beauty & Grooming,Grooming Accessories,Dog,Grooming,Towels & Accessories,295456.0,269032,"Frisco Embroidered Bones Microfiber Dog Bath Towel, Gray, Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,60,0.13034,2025-11-01 00:00:00,TLA,243.9324921086929,5,0.6517000000000001,3
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,192027.0,232181,"Frisco Velvet Quilted Bolster Cat & Dog Bed, Gray, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.399169293306065,2025-11-01 00:00:00,TLA,285.46480605916514,18,7.1850472795091695,3
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,277045.0,250576,"Frisco Rectangle Collapsible Pet Toy Storage Bin, Gray Basket Weave",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,495,15,0.042112,2025-11-01 00:00:00,TLA,240.00725804835497,2,0.084224,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282995.0,256655,"Frisco Outdoor Heathered Nylon Leash, Shadow Purple, SM - Length: 6-ft, Width: 5/8-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,80,0.014784,2025-11-01 00:00:00,TLA,257.0208606940909,4,0.059136,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256686,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Mars Red, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.01456,2025-11-01 00:00:00,TLA,205.1705190533152,5,0.0728,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256683,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Boysenberry Purple, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.0145600943490802,2025-11-01 00:00:00,TLA,236.8682576724797,5,0.072800471745401,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256678,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, SM - Length: 6-ft, Width: 5/8-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.0093600606529801,2025-11-01 00:00:00,TLA,341.08011495314554,7,0.0655204245708607,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256689,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Black, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.01456,2025-11-01 00:00:00,TLA,218.29638362482294,5,0.0728,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256687,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Black, SM - Length: 6-ft, Width: 5/8-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.00936,2025-11-01 00:00:00,TLA,255.88716599346955,6,0.05616,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256680,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.01456,2025-11-01 00:00:00,TLA,227.3358232672102,5,0.0728,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282997.0,256679,"Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, MD - Length: 6-ft, Width: 3/4-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.0114400741314201,2025-11-01 00:00:00,TLA,230.26070277248078,5,0.0572003706571005,3
"Leashes, Collars & Harnesses",Collars,Dog,Leashes & Collars,Collars,317910.0,291566,"Frisco Comfort Padded Dog Collar, Jet Black, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.007245,2025-11-01 00:00:00,TLA,303.31844094273436,7,0.050714999999999996,3
"Leashes, Collars & Harnesses",Collars,Dog,Leashes & Collars,Collars,317910.0,291557,"Frisco Comfort Padded Dog Collar, True Navy, X-Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500,50,0.004186,2025-11-01 00:00:00,TLA,269.1788795963403,6,0.025116,3
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,192027.0,232181,"Frisco Velvet Quilted Bolster Cat & Dog Bed, Gray, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.399169293306065,2025-11-01 00:00:00,TLA,285.46480605916514,30,11.975078799181949,4
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,191898.0,232175,"Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, XX-Large",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,252,6,0.4858523612361,2025-11-01 00:00:00,TLA,132.83132724585758,23,11.1746043084303,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282908.0,256466,"Frisco Outdoor Lightweight Ripstop Nylon Dog Harness, Storm Gray, L - Girth: 24 - 34-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,24,0.0616,2025-11-01 00:00:00,TLA,220.40613471951323,10,0.616,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282929.0,256487,"Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Boysenberry Purple, L - Girth: 24 - 34-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,24,0.0616004989618861,2025-11-01 00:00:00,TLA,235.48967718780628,10,0.6160049896188611,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282908.0,256469,"Frisco Outdoor Lightweight Ripstop Nylon Dog Harness, River Blue, XL - Girth: 32 - 44-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,24,0.083328,2025-11-01 00:00:00,TLA,225.27162350377913,10,0.83328,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282929.0,256484,"Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Bayou Teal, L - Girth: 24 - 34-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,504,24,0.0616,2025-11-01 00:00:00,TLA,278.33446023013863,12,0.7392000000000001,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282929.0,256474,"Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Bayou Teal, S - Girth: 16 - 22-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,48,0.0672,2025-11-01 00:00:00,TLA,232.49369704951368,5,0.33599999999999997,4
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,282929.0,256482,"Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Boysenberry Purple, M - Girth: 20 - 28-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,48,0.08448,2025-11-01 00:00:00,TLA,235.63533380195642,5,0.4224,4
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282995.0,256648,"Frisco Outdoor Heathered Nylon Leash, River Blue, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,80,0.01848,2025-11-01 00:00:00,TLA,214.42545890833503,3,0.05544,4
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282995.0,256652,"Frisco Outdoor Heathered Nylon Leash, Gray, SM - Length: 6-ft, Width: 5/8-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,80,0.014784,2025-11-01 00:00:00,TLA,258.3866937788399,4,0.059136,4
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282995.0,256656,"Frisco Outdoor Heathered Nylon Leash, Shadow Purple, MD - Length: 6-ft, Width: 3/4-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,80,0.016016,2025-11-01 00:00:00,TLA,213.71676557779514,3,0.048047999999999993,4
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Leashes,282995.0,256650,"Frisco Outdoor Heathered Nylon Leash, Mars Red, MD - Length: 6-ft, Width: 3/4-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480,80,0.016016,2025-11-01 00:00:00,TLA,213.20341916342605,3,0.048047999999999993,4
