product_merch_classification2,product_merch_classification3,product_category_level1,product_category_level2,product_category_level3,parent_product_part_number,product_part_number,product_name,Code,vendor_name,vendor_purchaser_code,Purchase MOQ,Master Case Pack,Case Pk CBM,Vendor Earliest ETD,DEST,Demand,cases_needed,total_cbm,container
Toys,Scratcher Toys,Cat,Toys,Toys,193218.0,166516,"Frisco Scratch & Roll Scratcher Cat Toy with Catnip, Purple",P000750,YOUNSAINT INDUSTRIAL LIMITED,,1200,12,0.134064,2025-11-01 00:00:00,TNY,503.6043132935245,42,5.630687999999999,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,306673.0,280288,"Frisco Metal Pattern Extra Tall Auto-close Dog  Gate, 41-in, Black",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,150,1,0.0558217040056151,2025-11-01 00:00:00,MDT1,44.14909385094879,45,2.5119766802526793,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,221970,"Frisco Steel Extra Wide Auto-Close Dog Gate, Gray, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,MDT1,30.342736368056812,31,1.5000416974702553,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,186824,"Frisco Steel Extra Wide Auto-Close Dog Gate, White, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,MDT1,67.27072343344055,68,3.290414046063786,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186820,"Frisco Steel Extra Tall Auto-Close Dog Gate, Black, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,MDT1,142.34697344400573,143,6.294202200000001,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,221969,"Frisco Steel Extra Tall Auto-Close Dog Gate, Gray, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,MDT1,139.83353838972505,140,6.162156,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,387868.0,361647,"Frisco Steel 3-Panel Configurable Gate, 41-in Height, White",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.105487771996007,2025-11-01 00:00:00,MDT1,98.92497543966223,99,10.443289427604693,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186821,"Frisco Steel Extra Tall Auto-Close Dog Gate, White, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,MDT1,165.58895368693473,166,7.306556400000001,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,306673.0,280288,"Frisco Metal Pattern Extra Tall Auto-close Dog  Gate, 41-in, Black",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,150,1,0.0558217040056151,2025-11-01 00:00:00,TLA,87.02555682877286,88,4.9123099524941285,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,221970,"Frisco Steel Extra Wide Auto-Close Dog Gate, Gray, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,TLA,55.656259375504455,56,2.7097527438172353,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,186824,"Frisco Steel Extra Wide Auto-Close Dog Gate, White, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,TLA,129.81160595197764,130,6.290497441004296,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186820,"Frisco Steel Extra Tall Auto-Close Dog Gate, Black, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TLA,312.12379031333035,313,13.776820200000001,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,221969,"Frisco Steel Extra Tall Auto-Close Dog Gate, Gray, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TLA,270.277557980233,271,11.9281734,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,387868.0,361647,"Frisco Steel 3-Panel Configurable Gate, 41-in Height, White",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.105487771996007,2025-11-01 00:00:00,TLA,183.66912878166835,184,19.409750047265288,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186821,"Frisco Steel Extra Tall Auto-Close Dog Gate, White, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TLA,314.88742949710985,158,6.9544332,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186821,"Frisco Steel Extra Tall Auto-Close Dog Gate, White, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TLA,314.88742949710985,157,6.9104178,2
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,306673.0,280288,"Frisco Metal Pattern Extra Tall Auto-close Dog  Gate, 41-in, Black",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,150,1,0.0558217040056151,2025-11-01 00:00:00,TNY,18.825349320278363,19,1.0606123761066868,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,221970,"Frisco Steel Extra Wide Auto-Close Dog Gate, Gray, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,TNY,14.001004256438737,15,0.725826627808188,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213475.0,186824,"Frisco Steel Extra Wide Auto-Close Dog Gate, White, 30-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0483884418538792,2025-11-01 00:00:00,TNY,33.91767061458184,34,1.645207023031893,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186820,"Frisco Steel Extra Tall Auto-Close Dog Gate, Black, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TNY,66.529236242664,67,2.9490318,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,221969,"Frisco Steel Extra Tall Auto-Close Dog Gate, Gray, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TNY,88.88890363004191,89,3.9173706000000004,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,387868.0,361647,"Frisco Steel 3-Panel Configurable Gate, 41-in Height, White",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.105487771996007,2025-11-01 00:00:00,TNY,50.40589577866941,51,5.379876371796357,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,213472.0,186821,"Frisco Steel Extra Tall Auto-Close Dog Gate, White, 40-in",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,100,1,0.0440154,2025-11-01 00:00:00,TNY,85.52361681595532,86,3.7853244000000004,1
Beauty & Grooming,"Nail Clipper, Grinder & Accessories",Dog,Grooming,Grooming Tools,233480.0,206880,Frisco Nail Clippers for Cats & Small Dogs,P18360,PETENGREAT CO LTD,JADESCHACK,864,288,0.0301521977599999,2025-11-01 00:00:00,MDT1,804.2051564481015,3,0.09045659327999969,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233490.0,206892,"Frisco Deshedding Cat & Dog Brush, Medium, Short to Medium Hair",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0334542041099999,2025-11-01 00:00:00,MDT1,184.36876852800077,3,0.1003626123299997,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233457.0,206857,"Frisco Cat & Dog Combo Brush, Mini",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0476221583749999,2025-11-01 00:00:00,MDT1,54.081652490406796,1,0.0476221583749999,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233495.0,206895,"Frisco Shedding Blade Dog Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.071702385678,2025-11-01 00:00:00,MDT1,40.60628469215018,1,0.071702385678,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233482.0,206882,Frisco Metal Dog Comb,P18360,PETENGREAT CO LTD,JADESCHACK,720,144,0.016361112439,2025-11-01 00:00:00,MDT1,49.94673895076258,1,0.016361112439,1
Beauty & Grooming,"Nail Clipper, Grinder & Accessories",Dog,Grooming,Grooming Tools,233480.0,206880,Frisco Nail Clippers for Cats & Small Dogs,P18360,PETENGREAT CO LTD,JADESCHACK,864,288,0.0301521977599999,2025-11-01 00:00:00,TLA,4905.094878575409,18,0.5427395596799982,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233490.0,206892,"Frisco Deshedding Cat & Dog Brush, Medium, Short to Medium Hair",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0334542041099999,2025-11-01 00:00:00,TLA,1399.2410542497933,20,0.6690840821999979,1
Beauty & Grooming,Brushes & Combs,Cat,Grooming,Brushes & Combs,949926.0,949934,Frisco Slicker Cat Brush,P18360,PETENGREAT CO LTD,JADESCHACK,1440,72,0.1183676,2025-11-01 00:00:00,TLA,708.4959952572292,10,1.183676,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233457.0,206857,"Frisco Cat & Dog Combo Brush, Mini",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0476221583749999,2025-11-01 00:00:00,TLA,363.97212256892607,6,0.2857329502499994,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233451.0,206851,Frisco Bone Dog Curry Brush,P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0314789692999999,2025-11-01 00:00:00,TLA,355.94000376455364,5,0.15739484649999952,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233459.0,206859,"Frisco Cat & Dog Bristle Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,48,0.0277833079079999,2025-11-01 00:00:00,TLA,357.7344208599081,8,0.2222664632639992,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233466.0,206866,"Frisco Slicker Dog Brush, Large",P18360,PETENGREAT CO LTD,JADESCHACK,720,48,0.045590211072,2025-11-01 00:00:00,TLA,399.0630752044756,9,0.410311899648,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233471.0,206871,"Frisco Shedding Rake Dog Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.034082593125,2025-11-01 00:00:00,TLA,391.7189726165939,6,0.20449555874999997,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233495.0,206895,"Frisco Shedding Blade Dog Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.071702385678,2025-11-01 00:00:00,TLA,362.3115649175155,6,0.430214314068,1
Beauty & Grooming,"Clippers, Blades and Shears",Dog,Grooming,Towels & Accessories,233515.0,206915,"Frisco Cat & Dog Hair Lint Roller Refill, Regular, 60 Sheets",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0537953325,2025-11-01 00:00:00,TLA,386.68106245507374,6,0.322771995,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233482.0,206882,Frisco Metal Dog Comb,P18360,PETENGREAT CO LTD,JADESCHACK,720,144,0.016361112439,2025-11-01 00:00:00,TLA,372.3354131821025,3,0.049083337317,1
Beauty & Grooming,"Nail Clipper, Grinder & Accessories",Dog,Grooming,Grooming Tools,233480.0,206880,Frisco Nail Clippers for Cats & Small Dogs,P18360,PETENGREAT CO LTD,JADESCHACK,864,288,0.0301521977599999,2025-11-01 00:00:00,TNY,4082.6999649764894,15,0.4522829663999985,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233490.0,206892,"Frisco Deshedding Cat & Dog Brush, Medium, Short to Medium Hair",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0334542041099999,2025-11-01 00:00:00,TNY,1224.390177222206,18,0.6021756739799982,1
Beauty & Grooming,Brushes & Combs,Cat,Grooming,Brushes & Combs,949926.0,949934,Frisco Slicker Cat Brush,P18360,PETENGREAT CO LTD,JADESCHACK,1440,72,0.1183676,2025-11-01 00:00:00,TNY,731.504004742771,11,1.3020436,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233457.0,206857,"Frisco Cat & Dog Combo Brush, Mini",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0476221583749999,2025-11-01 00:00:00,TNY,301.9462249406672,5,0.23811079187499948,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233451.0,206851,Frisco Bone Dog Curry Brush,P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0314789692999999,2025-11-01 00:00:00,TNY,364.05999623544636,6,0.1888738157999994,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233459.0,206859,"Frisco Cat & Dog Bristle Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,48,0.0277833079079999,2025-11-01 00:00:00,TNY,362.26557914009186,8,0.2222664632639992,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233466.0,206866,"Frisco Slicker Dog Brush, Large",P18360,PETENGREAT CO LTD,JADESCHACK,720,48,0.045590211072,2025-11-01 00:00:00,TNY,320.93692479552436,7,0.319131477504,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233471.0,206871,"Frisco Shedding Rake Dog Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.034082593125,2025-11-01 00:00:00,TNY,328.2810273834061,5,0.170412965625,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233495.0,206895,"Frisco Shedding Blade Dog Brush, One Size",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.071702385678,2025-11-01 00:00:00,TNY,317.08215039033416,5,0.35851192839,1
Beauty & Grooming,"Clippers, Blades and Shears",Dog,Grooming,Towels & Accessories,233515.0,206915,"Frisco Cat & Dog Hair Lint Roller Refill, Regular, 60 Sheets",P18360,PETENGREAT CO LTD,JADESCHACK,720,72,0.0537953325,2025-11-01 00:00:00,TNY,333.31893754492626,5,0.2689766625,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233482.0,206882,Frisco Metal Dog Comb,P18360,PETENGREAT CO LTD,JADESCHACK,720,144,0.016361112439,2025-11-01 00:00:00,TNY,297.7178478671349,3,0.049083337317,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,242555.0,215996,"Frisco Silicone Pet Food Can Cover, 2 Pack",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.0106,2025-11-01 00:00:00,MDT1,1600.0264982322083,34,0.3604,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,215993,"Frisco Silicone Dog & Cat Food Mat, Gray, Medium",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.03340575,2025-11-01 00:00:00,MDT1,133.24578743956855,4,0.133623,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,215994,"Frisco Silicone Dog & Cat Food Mat, Teal, Medium",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.03340575,2025-11-01 00:00:00,MDT1,52.292933660418974,2,0.0668115,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242598.0,216041,"Frisco Bone Shaped Ridges Slow Feed Bowl, Blue, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,24,0.04572252,2025-11-01 00:00:00,MDT1,37.81106182841018,2,0.09144504,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258583.0,232076,"Frisco Square Melamine Dog & Cat Bowl Set with Bamboo Stand, Small: 2 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,6,0.04142166,2025-11-01 00:00:00,MDT1,53.68009916063561,9,0.37279494,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,258577.0,232070,"Frisco Melamine Dog & Cat Food Scoop with Bamboo Handle, 1 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.0589598099999999,2025-11-01 00:00:00,MDT1,254.98489821555592,8,0.4716784799999992,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258569.0,232062,"Frisco Travel Collapsible Silicone Dog & Cat Bowl, Gray, Small: 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.036440625,2025-11-01 00:00:00,MDT1,29.174704684196588,1,0.036440625,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,253040,"Frisco Silicone Dog & Cat Food Mat, Gray, Large",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,12,0.021582,2025-11-01 00:00:00,MDT1,48.1063885838494,5,0.10791,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242575.0,311982,"Frisco Marble Print Stainless Steel Double Elevated Dog Bowl, Black Stand, Large: 7 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,500,4,0.142662,2025-11-01 00:00:00,MDT1,35.28942325785636,9,1.2839580000000002,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,389612.0,363395,"Frisco Silicone Dog & Cat Lick Mat, Pink, Pink",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.02660625,2025-11-01 00:00:00,MDT1,40.44987060838148,1,0.02660625,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,389619.0,363403,"Frisco Square Silicone Dog & Cat Lick Mat, Teal",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.0241875,2025-11-01 00:00:00,MDT1,119.01503650551768,3,0.0725625,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,242555.0,215996,"Frisco Silicone Pet Food Can Cover, 2 Pack",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.0106,2025-11-01 00:00:00,TLA,10306.298593705245,215,2.279,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,215993,"Frisco Silicone Dog & Cat Food Mat, Gray, Medium",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.03340575,2025-11-01 00:00:00,TLA,964.8843879157333,27,0.90195525,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,215994,"Frisco Silicone Dog & Cat Food Mat, Teal, Medium",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.03340575,2025-11-01 00:00:00,TLA,336.1295665706627,10,0.3340575,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242577.0,216019,"Frisco Stainless Steel Bowl with Elevated Stand, Cream, Medium: 3 cup, 1 count",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,500,4,0.0599488,2025-11-01 00:00:00,TLA,285.21393825541213,72,4.3163136,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242593.0,216038,"Frisco Silicone Collapsible Travel Bowl with Carabiner, Teal, Small: 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,540,60,0.01442688,2025-11-01 00:00:00,TLA,278.88732588590636,5,0.0721344,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242598.0,216041,"Frisco Bone Shaped Ridges Slow Feed Bowl, Blue, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,24,0.04572252,2025-11-01 00:00:00,TLA,319.4231931345147,14,0.6401152800000001,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242603.0,216046,"Frisco Fish Shaped Ridges Slow Feed Bowl, Light Blue, Small: 1 cup, 1 count",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.038726,2025-11-01 00:00:00,TLA,252.00276123869773,6,0.23235599999999998,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258569.0,232063,"Frisco Travel Collapsible Silicone Dog & Cat Bowl, Gray, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.049959375,2025-11-01 00:00:00,TLA,272.0045773845877,8,0.399675,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258583.0,232076,"Frisco Square Melamine Dog & Cat Bowl Set with Bamboo Stand, Small: 2 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,6,0.04142166,2025-11-01 00:00:00,TLA,425.9597184588954,71,2.94093786,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258598.0,232091,"Frisco Stainless Steel Double Dog Bowls with Melamine Stand, Small: 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,12,0.057715,2025-11-01 00:00:00,TLA,526.8071154780813,44,2.53946,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Storage & Accessories,258577.0,232070,"Frisco Melamine Dog & Cat Food Scoop with Bamboo Handle, 1 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.0589598099999999,2025-11-01 00:00:00,TLA,1844.5926533349566,52,3.0659101199999945,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258598.0,232092,"Frisco Stainless Steel Double Dog Bowls with Melamine Stand, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,12,0.103309,2025-11-01 00:00:00,TLA,543.9141733651796,46,4.7522139999999995,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,258569.0,232062,"Frisco Travel Collapsible Silicone Dog & Cat Bowl, Gray, Small: 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.036440625,2025-11-01 00:00:00,TLA,274.9096814368523,8,0.291525,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242575.0,245087,"Frisco Marble Print Stainless Steel Double Elevated Dog Bowl, Gold Stand, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,500,4,0.09752688,2025-11-01 00:00:00,TLA,222.75237830264825,56,5.46150528,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,242552.0,253040,"Frisco Silicone Dog & Cat Food Mat, Gray, Large",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,12,0.021582,2025-11-01 00:00:00,TLA,381.74064973696113,32,0.690624,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242575.0,311982,"Frisco Marble Print Stainless Steel Double Elevated Dog Bowl, Black Stand, Large: 7 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,500,4,0.142662,2025-11-01 00:00:00,TLA,300.84672157181103,76,10.842312000000002,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242593.0,352798,"Frisco Silicone Pet Travel Bowl, Red, Small: 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,500,60,0.01442688,2025-11-01 00:00:00,TLA,257.8886119587092,5,0.0721344,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,389612.0,363395,"Frisco Silicone Dog & Cat Lick Mat, Pink, Pink",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.02660625,2025-11-01 00:00:00,TLA,273.320723950128,6,0.15963750000000002,1
Bowls & Feeders,Storage & Accessories,Dog,Bowls & Feeders,Placemats,389614.0,363400,"Frisco Silicone Dog & Cat Food Mat, Blue, Medium",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,504,36,0.03340575,2025-11-01 00:00:00,TLA,408.2358866872766,12,0.400869,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,389619.0,363403,"Frisco Square Silicone Dog & Cat Lick Mat, Teal",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,528,48,0.0241875,2025-11-01 00:00:00,TLA,769.8393243056842,17,0.41118750000000004,1
Bowls & Feeders,Bowls & Diners,Cat,Bowls & Feeders,Bowls & Diners,940414.0,940430,"Frisco Elevated Ceramic Double Diner, 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,400,4,0.043151274,2025-11-01 00:00:00,TLA,201.19662237767685,51,2.2007149740000003,1
Bowls & Feeders,Bowls & Diners,Cat,Bowls & Feeders,Bowls & Diners,940414.0,940422,"Frisco Elevated Ceramic Double Diner, 1.5 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,400,4,0.05586975,2025-11-01 00:00:00,TLA,225.56086471537762,57,3.18457575,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242593.0,973382,"Frisco Silicone Collapsible Travel Bowl with Carabiner, Red, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,600,60,0.0216225,2025-11-01 00:00:00,TLA,302.3214838419033,6,0.129735,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242593.0,973366,"Frisco Silicone Collapsible Travel Bowl with Carabiner, Chartreuse Green, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,600,60,0.0216225,2025-11-01 00:00:00,TLA,258.0987106857026,5,0.1081125,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,242593.0,973390,"Frisco Silicone Collapsible Travel Bowl with Carabiner, Teal, Medium: 3 cup",P18545,"SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI",MWILSON,600,60,0.0216225,2025-11-01 00:00:00,TLA,338.5972136778848,6,0.129735,1
